user_id,interval_between_bookings,not_book_interval,rank
521745,NULL,42,B
521750,NULL,28,B
521754,NULL,68,B
521790,NULL,65,B
521803,NULL,138,B
521839,18,18,B
521841,NULL,133,B
521851,21,21,A
521921,35,35,B
521924,5,5,AA
521925,29,29,B
521939,13,13,AA
521954,0,0,AA
521970,NULL,74,B
521979,NULL,130,B
521981,27,27,AA
521988,NULL,141,B
521998,NULL,72,B
522030,8,8,B
522036,NULL,81,B
522055,12,12,B
522061,1,1,A
522122,NULL,110,B
522124,19,19,B
522138,6,6,A
522146,2,2,A
522149,NULL,51,B
522179,NULL,30,B
522359,NULL,37,B
522372,NULL,133,B
522393,NULL,66,B
522404,NULL,51,B
522446,21,21,B
522450,NULL,127,B
522458,51,51,AA
522465,NULL,99,B
522469,NULL,89,B
522509,NULL,97,B
522511,2,2,AA
522526,NULL,126,B
522553,NULL,59,B
522563,11,11,B
522566,35,35,A
522572,NULL,87,B
522585,NULL,132,B
522594,NULL,113,B
522601,NULL,43,B
522645,NULL,142,B
522712,29,29,A
522784,NULL,141,B
522789,29,29,B
522791,NULL,51,B
522800,NULL,57,B
522846,79,79,B
522853,78,78,B
522869,14,14,A
522888,NULL,79,B
522891,25,25,AA
522914,26,26,A
522923,11,11,AA
522931,NULL,114,B
522954,NULL,55,B
522967,NULL,106,B
523007,21,21,B
523048,3,3,A
523052,NULL,127,B
523073,43,43,B
523113,NULL,109,B
523168,39,39,B
523169,6,6,B
523183,5,5,A
523187,NULL,142,B
523192,28,28,B
523203,14,14,A
523224,NULL,6,B
523243,NULL,65,B
523265,71,71,B
523289,NULL,19,B
523290,NULL,142,B
523296,51,51,B
523312,22,22,A
523348,15,15,B
523349,0,0,B
523354,NULL,136,B
523359,NULL,22,B
523362,NULL,116,B
523375,NULL,142,B
523388,NULL,35,B
523406,56,56,B
523414,NULL,3,B
523420,NULL,49,B
523471,61,61,B
523474,10,10,A
523510,45,45,B
523567,0,0,B
523583,NULL,17,B
523586,NULL,121,B
523603,NULL,51,B
523624,NULL,134,B
523633,NULL,137,B
523649,18,18,B
523668,NULL,142,B
523687,NULL,105,B
523701,50,50,B
523710,NULL,86,B
523711,NULL,107,B
523733,NULL,94,B
523749,122,122,B
523750,NULL,70,B
523778,NULL,10,B
523781,47,47,B
523796,78,78,B
523811,0,0,B
523815,7,7,AA
523821,NULL,92,B
523834,NULL,135,B
523889,29,29,B
523892,NULL,142,B
523949,NULL,106,B
523957,9,9,B
523959,NULL,3,B
523962,NULL,121,B
524009,0,0,B
524026,28,28,A
524035,14,14,B
524048,NULL,137,B
524166,NULL,94,B
524234,30,30,A
524256,NULL,122,B
524319,19,19,B
524361,78,78,B
524365,NULL,24,B
524436,7,7,B
524439,NULL,62,B
524450,NULL,8,B
524462,NULL,101,B
524473,NULL,136,B
524502,25,25,AA
524515,NULL,36,B
524554,59,59,B
524566,NULL,120,B
524646,NULL,132,B
524683,42,42,B
524718,NULL,119,B
524739,2,2,A
524748,22,22,B
524764,4,4,B
524767,28,28,A
524791,NULL,141,B
524815,44,44,B
524826,NULL,139,B
524829,3,3,AA
524837,131,131,B
524857,NULL,138,B
524934,NULL,45,B
524953,9,9,AA
524954,NULL,37,B
524959,18,18,A
524968,NULL,110,B
524986,NULL,126,B
525023,4,4,B
525050,NULL,6,B
525066,NULL,131,B
525087,26,26,B
525107,NULL,69,B
525114,3,3,A
525126,25,25,B
525164,NULL,113,B
525192,77,77,B
525201,NULL,30,B
525252,NULL,139,B
525305,NULL,104,B
525369,11,11,AA
525402,NULL,122,B
525494,NULL,81,B
525504,30,30,B
525540,NULL,138,B
525571,NULL,77,B
525611,NULL,92,B
525623,NULL,116,B
525629,0,0,B
525646,NULL,115,B
525667,96,96,B
525675,NULL,43,B
525685,34,34,A
525708,0,0,AA
525723,17,17,A
525737,NULL,127,B
525744,20,20,A
525745,NULL,140,B
525759,NULL,139,B
525829,NULL,3,B
525881,NULL,67,B
525893,7,7,AA
525901,2,2,A
525960,NULL,13,B
525997,NULL,62,B
526019,NULL,126,B
526023,6,6,B
526027,5,5,A
526035,NULL,123,B
526100,4,4,A
526179,17,17,B
526202,NULL,97,B
526245,15,15,B
526251,NULL,30,B
526289,NULL,127,B
526364,14,14,B
526457,NULL,37,B
526479,NULL,118,B
526480,NULL,103,B
526520,NULL,85,B
526549,68,68,B
526568,NULL,31,B
526578,NULL,126,B
526584,36,36,B
526596,73,73,B
526599,6,6,AA
526610,NULL,139,B
526664,NULL,69,B
526678,NULL,129,B
526696,NULL,27,B
526713,NULL,108,B
526715,7,7,A
526716,NULL,89,B
526741,8,8,B
526757,49,49,B
526758,8,8,B
526777,NULL,36,B
526815,NULL,127,B
526850,NULL,131,B
526860,NULL,58,B
526901,NULL,97,B
526914,11,11,B
526923,1,1,B
527059,NULL,104,B
527078,NULL,80,B
527093,NULL,61,B
527231,26,26,B
527303,121,121,B
527316,NULL,79,B
527387,NULL,60,B
527428,0,0,A
527463,5,5,A
527506,23,23,B
527568,NULL,96,B
527581,NULL,112,B
527618,NULL,46,B
527634,NULL,67,B
527659,46,46,B
527672,NULL,118,B
527676,NULL,132,B
527678,95,95,B
527681,NULL,131,B
527720,NULL,79,B
527724,NULL,54,B
527734,NULL,68,B
527737,NULL,129,B
527749,13,13,B
527789,NULL,117,B
527790,NULL,1,B
527804,NULL,116,B
527857,NULL,0,B
527872,70,70,A
527879,NULL,97,B
527889,26,26,AA
527897,NULL,38,B
527933,NULL,137,B
527960,NULL,103,B
527983,NULL,73,B
527995,3,3,A
528019,NULL,137,B
528027,14,14,A
528031,NULL,134,B
528058,NULL,87,B
528081,NULL,108,B
528145,NULL,42,B
528253,NULL,60,B
528265,1,1,A
528275,NULL,134,B
528304,NULL,47,B
528359,0,0,B
528364,NULL,132,B
528378,26,26,A
528380,16,16,B
528385,NULL,134,B
528406,2,2,A
528432,6,6,A
528443,NULL,130,B
528474,NULL,57,B
528475,NULL,42,B
528479,NULL,137,B
528487,NULL,128,B
528501,69,69,A
528553,NULL,78,B
528582,NULL,110,B
528592,5,5,A
528611,NULL,134,B
528622,16,16,AA
528692,NULL,109,B
528721,89,89,B
528723,0,0,A
528806,0,0,B
528817,NULL,135,B
528932,NULL,8,B
528937,NULL,19,B
528950,NULL,2,B
528955,39,39,A
529021,16,16,A
529046,NULL,60,B
529059,NULL,115,B
529132,17,17,AA
529150,NULL,108,B
529168,NULL,25,B
529179,NULL,1,B
529180,8,8,AA
529219,10,10,B
529222,42,42,B
529263,13,13,A
529271,0,0,B
529282,NULL,69,B
529288,NULL,6,B
529324,1,1,A
529353,NULL,135,B
529364,4,4,AAA
529400,8,8,AA
529408,108,108,A
529489,NULL,135,B
529508,10,10,A
529513,10,10,AA
529534,NULL,121,B
529546,NULL,92,B
529573,3,3,A
529584,NULL,61,B
529586,33,33,B
529593,0,0,A
529632,15,15,AA
529652,20,20,B
529686,0,0,B
529702,81,81,B
529753,NULL,136,B
529834,11,11,AA
529886,73,73,A
529936,NULL,113,B
530048,NULL,42,B
530093,0,0,A
530098,NULL,72,B
530099,7,7,AA
530102,5,5,AA
530111,14,14,A
530114,8,8,B
530117,75,75,B
530121,122,122,B
530146,NULL,88,B
530214,NULL,102,B
530218,51,51,B
530230,15,15,B
530249,NULL,53,B
530254,NULL,13,B
530307,22,22,B
530309,NULL,135,B
530322,39,39,A
530338,12,12,A
530355,34,34,A
530380,53,53,B
530383,1,1,AA
530402,NULL,101,B
530410,13,13,B
530442,NULL,97,B
530450,21,21,A
530468,NULL,47,B
530518,35,35,A
530572,NULL,41,B
530600,3,3,AA
530626,17,17,B
530651,0,0,A
530682,NULL,71,B
530696,1,1,AA
530699,28,28,A
530729,NULL,132,B
530731,17,17,B
530828,NULL,15,B
530842,41,41,B
530845,NULL,97,B
530902,NULL,6,B
531000,6,6,A
531035,41,41,B
531037,NULL,113,B
531057,NULL,66,B
531067,24,24,B
531069,NULL,127,B
531077,NULL,38,B
531084,NULL,85,B
531088,NULL,115,B
531094,NULL,46,B
531138,35,35,B
531153,29,29,B
531166,NULL,86,B
531172,NULL,87,B
531187,7,7,AA
531258,NULL,114,B
531262,NULL,58,B
531264,20,20,A
531269,38,38,A
531295,NULL,134,B
531348,14,14,A
531353,1,1,B
531360,NULL,116,B
531362,NULL,121,B
531370,6,6,B
531372,0,0,A
531385,NULL,67,B
531390,NULL,106,B
531392,5,5,A
531393,NULL,131,B
531409,22,22,B
531425,40,40,A
531427,10,10,B
531431,NULL,112,B
531432,5,5,A
531434,NULL,73,B
531441,NULL,51,B
531445,NULL,129,B
531460,NULL,106,B
531499,NULL,51,B
531532,NULL,115,B
531576,NULL,67,B
531635,NULL,67,B
531637,0,0,B
531640,NULL,37,B
531652,NULL,109,B
531705,NULL,60,B
531715,66,66,B
531726,NULL,129,B
531752,7,7,AA
531765,NULL,107,B
531805,64,64,B
531905,NULL,9,B
531911,NULL,120,B
531919,48,48,B
531963,5,5,A
531971,16,16,AA
531980,18,18,A
531990,NULL,118,B
532022,NULL,120,B
532064,1,1,A
532113,24,24,AAA
532131,NULL,77,B
532195,NULL,84,B
532229,NULL,32,B
532230,27,27,B
532279,12,12,A
532287,28,28,B
532310,19,19,B
532328,NULL,41,B
532335,NULL,44,B
532393,NULL,117,B
532469,0,0,B
532551,NULL,48,B
532562,NULL,133,B
532563,NULL,102,B
532565,10,10,AA
532574,105,105,B
532620,88,88,B
532642,NULL,104,B
532718,NULL,63,B
532722,NULL,41,B
532724,NULL,12,B
532742,NULL,52,B
532761,NULL,128,B
532788,NULL,73,B
532820,NULL,71,B
532823,27,27,A
532848,100,100,B
532880,NULL,67,B
532881,19,19,B
532909,NULL,100,B
532939,NULL,131,B
532945,NULL,22,B
532969,NULL,120,B
533025,NULL,76,B
533085,NULL,96,B
533106,NULL,131,B
533114,NULL,40,B
533144,115,115,B
533146,NULL,73,B
533153,NULL,92,B
533164,7,7,A
533230,NULL,123,B
533264,NULL,88,B
533293,8,8,B
533307,98,98,B
533331,33,33,B
533347,NULL,11,B
533409,NULL,123,B
533410,NULL,50,B
533439,NULL,69,B
533450,NULL,17,B
533527,12,12,A
533531,NULL,130,B
533536,NULL,53,B
533548,NULL,123,B
533563,NULL,126,B
533565,NULL,85,B
533580,18,18,B
533586,29,29,AA
533626,14,14,A
533635,NULL,94,B
533639,NULL,68,B
533641,1,1,A
533669,28,28,A
533682,NULL,66,B
533691,NULL,92,B
533753,NULL,16,B
533777,NULL,89,B
533895,NULL,68,B
533910,NULL,37,B
533917,0,0,A
533918,31,31,A
533938,NULL,64,B
533944,0,0,B
533960,15,15,AA
533995,NULL,79,B
534042,8,8,A
534045,36,36,A
534094,NULL,94,B
534150,NULL,106,B
534184,36,36,AA
534222,NULL,127,B
534253,61,61,A
534311,14,14,A
534332,NULL,95,B
534337,19,19,A
534378,106,106,B
534400,38,38,A
534410,0,0,AA
534442,NULL,72,B
534444,20,20,AA
534486,20,20,B
534597,NULL,33,B
534598,NULL,90,B
534620,NULL,92,B
534631,NULL,94,B
534756,50,50,A
534787,NULL,114,B
534793,NULL,120,B
534817,23,23,B
534853,18,18,B
534889,NULL,37,B
534921,NULL,127,B
534941,NULL,8,B
534965,NULL,121,B
534986,27,27,B
534987,NULL,81,B
534995,26,26,A
535003,22,22,A
535006,NULL,38,B
535031,78,78,B
535044,7,7,B
535100,35,35,B
535129,26,26,A
535136,1,1,AA
535143,20,20,A
535181,23,23,A
535182,NULL,80,B
535186,NULL,59,B
535201,15,15,B
535202,NULL,18,B
535217,57,57,B
535260,NULL,0,B
535274,16,16,A
535276,16,16,A
535339,NULL,87,B
535365,5,5,AA
535366,NULL,130,B
535381,7,7,A
535455,NULL,51,B
535468,NULL,107,B
535524,60,60,B
535568,47,47,B
535587,0,0,B
535588,59,59,A
535598,3,3,B
535603,8,8,B
535621,0,0,B
535657,NULL,43,B
535677,NULL,23,B
535684,NULL,38,B
535707,NULL,45,B
535719,NULL,107,B
535721,NULL,64,B
535741,NULL,116,B
535752,NULL,45,B
535759,6,6,B
535769,0,0,B
535789,NULL,105,B
535815,NULL,102,B
535835,NULL,91,B
535869,2,2,B
535894,NULL,106,B
535924,30,30,A
535933,NULL,128,B
535951,0,0,A
535974,NULL,60,B
535978,9,9,B
535999,5,5,B
536001,9,9,B
536010,NULL,9,B
536042,61,61,B
536045,NULL,52,B
536060,56,56,A
536077,NULL,104,B
536100,14,14,A
536119,NULL,102,B
536152,NULL,3,B
536168,NULL,8,B
536184,68,68,A
536227,NULL,72,B
536233,13,13,AA
536242,NULL,27,B
536252,26,26,A
536255,NULL,121,B
536259,0,0,A
536263,NULL,128,B
536273,NULL,66,B
536283,26,26,A
536312,NULL,8,B
536328,NULL,106,B
536346,NULL,42,B
536351,NULL,13,B
536385,NULL,49,B
536394,NULL,48,B
536424,NULL,46,B
536452,NULL,120,B
536484,3,3,B
536498,2,2,B
536501,22,22,B
536533,40,40,A
536576,32,32,B
536608,33,33,A
536659,NULL,45,B
536682,NULL,67,B
536724,NULL,102,B
536749,NULL,119,B
536750,46,46,AAA
536819,8,8,B
536821,NULL,104,B
536843,NULL,7,B
536846,14,14,A
536884,NULL,92,B
536891,NULL,129,B
536917,NULL,127,B
536932,NULL,127,B
536984,NULL,35,B
537002,NULL,2,B
537036,5,5,B
537061,28,28,A
537068,52,52,A
537075,NULL,101,B
537126,NULL,100,B
537159,NULL,29,B
537160,NULL,11,B
537181,NULL,66,B
537190,NULL,86,B
537210,NULL,8,B
537285,NULL,27,B
537334,NULL,24,B
537364,NULL,100,B
537382,NULL,45,B
537389,NULL,128,B
537485,15,15,A
537501,NULL,127,B
537559,NULL,94,B
537613,NULL,47,B
537619,NULL,29,B
537644,11,11,A
537647,NULL,44,B
537716,1,1,A
537756,NULL,85,B
537813,NULL,127,B
537826,15,15,A
537916,NULL,124,B
537957,NULL,99,B
538009,NULL,29,B
538022,NULL,85,B
538030,40,40,A
538049,NULL,43,B
538059,30,30,B
538060,NULL,5,B
538074,NULL,21,B
538167,NULL,5,B
538168,NULL,38,B
538200,NULL,128,B
538224,NULL,63,B
538340,NULL,109,B
538346,NULL,123,B
538378,23,23,B
538407,NULL,78,B
538414,NULL,91,B
538529,NULL,127,B
538530,NULL,89,B
538538,28,28,A
538542,40,40,AA
538559,NULL,9,B
538562,86,86,B
538580,8,8,A
538604,NULL,2,B
538645,13,13,A
538657,NULL,122,B
538666,2,2,AA
538708,81,81,B
538738,NULL,86,B
538747,67,67,B
538753,2,2,A
538812,NULL,19,B
538903,1,1,A
538983,9,9,B
538989,2,2,B
539113,NULL,83,B
539154,NULL,111,B
539212,NULL,112,B
539312,NULL,109,B
539332,NULL,111,B
539367,NULL,51,B
539403,NULL,21,B
539407,NULL,13,B
539410,NULL,15,B
539418,NULL,51,B
539439,NULL,98,B
539518,NULL,37,B
539541,93,93,B
539580,NULL,125,B
539584,28,28,A
539595,37,37,B
539599,35,35,A
539630,NULL,104,B
539643,NULL,90,B
539649,NULL,73,B
539678,NULL,44,B
539695,NULL,99,B
539705,NULL,60,B
539752,12,12,A
539784,NULL,1,B
539808,2,2,A
539877,NULL,54,B
539917,27,27,A
539919,NULL,44,B
539925,NULL,43,B
539957,66,66,B
539958,3,3,AA
539988,NULL,38,B
539997,40,40,A
540027,NULL,8,B
540039,NULL,18,B
540067,39,39,B
540306,24,24,AA
540307,NULL,124,B
540339,13,13,A
540382,0,0,B
540401,NULL,125,B
540446,9,9,AA
540458,NULL,90,B
540520,19,19,A
540528,0,0,B
540532,NULL,92,B
540582,NULL,112,B
540734,NULL,53,B
540735,88,88,B
540740,17,17,A
540747,NULL,75,B
540774,NULL,124,B
540798,32,32,B
540810,NULL,110,B
540823,NULL,85,B
540830,9,9,AA
540837,NULL,123,B
540847,NULL,67,B
540890,NULL,28,B
540898,NULL,123,B
540907,NULL,9,B
540909,NULL,96,B
540911,NULL,101,B
540997,NULL,79,B
541054,NULL,92,B
541074,7,7,AA
541084,2,2,A
541211,NULL,104,B
541255,NULL,87,B
541276,7,7,B
541320,12,12,B
541322,6,6,B
541335,NULL,47,B
541413,21,21,A
541555,NULL,78,B
541618,NULL,124,B
541620,10,10,AA
541630,37,37,B
541643,NULL,120,B
541658,14,14,B
541705,NULL,7,B
541710,NULL,119,B
541712,24,24,B
541739,NULL,7,B
541743,NULL,105,B
541744,NULL,111,B
541751,NULL,110,B
541753,NULL,106,B
541759,8,8,AA
541771,13,13,B
541775,14,14,AA
541813,5,5,AA
541913,NULL,99,B
541917,29,29,A
541927,13,13,A
541938,77,77,B
541944,NULL,123,B
541951,8,8,B
542034,NULL,3,B
542097,NULL,69,B
542151,NULL,41,B
542189,NULL,103,B
542243,NULL,43,B
542265,4,4,B
542272,NULL,119,B
542300,0,0,B
542306,NULL,117,B
542314,NULL,101,B
542330,12,12,A
542420,6,6,A
542452,NULL,108,B
542465,NULL,72,B
542468,NULL,96,B
542494,2,2,A
542558,NULL,111,B
542598,NULL,116,B
542609,NULL,122,B
542656,64,64,B
542659,NULL,123,B
542669,39,39,AA
542682,NULL,71,B
542699,41,41,A
542700,105,105,B
542717,4,4,AA
542820,107,107,A
542897,18,18,A
543003,NULL,18,B
543004,68,68,A
543006,6,6,A
543007,0,0,B
543096,3,3,AA
543153,20,20,A
543162,NULL,51,B
543227,NULL,121,B
543235,6,6,B
543238,NULL,58,B
543263,NULL,95,B
543298,18,18,B
543314,34,34,A
543316,NULL,22,B
543323,NULL,87,B
543387,23,23,AA
543391,38,38,A
543392,7,7,A
543403,NULL,122,B
543421,NULL,105,B
543434,NULL,122,B
543443,13,13,B
543470,NULL,50,B
543495,47,47,B
543498,NULL,86,B
543512,NULL,113,B
543514,NULL,93,B
543533,NULL,29,B
543537,NULL,77,B
543550,NULL,65,B
543551,16,16,A
543580,NULL,120,B
543619,NULL,82,B
543629,NULL,122,B
543631,62,62,B
543708,NULL,26,B
543730,NULL,5,B
543754,3,3,A
543755,NULL,95,B
543775,NULL,8,B
543800,26,26,A
543879,NULL,116,B
543941,1,1,B
543997,NULL,111,B
544017,0,0,B
544021,NULL,7,B
544023,23,23,B
544025,NULL,92,B
544047,NULL,25,B
544048,NULL,0,B
544058,35,35,B
544070,NULL,23,B
544078,NULL,3,B
544111,3,3,B
544149,50,50,A
544157,NULL,92,B
544185,NULL,114,B
544191,NULL,86,B
544198,NULL,35,B
544272,13,13,B
544344,NULL,17,B
544345,40,40,A
544347,35,35,AA
544378,0,0,A
544386,NULL,96,B
544400,20,20,B
544436,1,1,AA
544448,NULL,113,B
544494,32,32,A
544531,NULL,96,B
544544,32,32,B
544564,NULL,9,B
544574,2,2,A
544626,NULL,14,B
544629,NULL,72,B
544663,NULL,9,B
544672,7,7,A
544690,2,2,AA
544738,3,3,A
544741,NULL,118,B
544791,8,8,A
544843,NULL,66,B
544854,NULL,63,B
544869,NULL,8,B
544874,13,13,B
544985,NULL,38,B
545002,NULL,119,B
545172,NULL,113,B
545174,82,82,B
545181,NULL,82,B
545213,NULL,3,B
545273,16,16,A
545316,NULL,116,B
545324,NULL,19,B
545389,NULL,120,B
545486,13,13,AA
545487,1,1,AA
545509,NULL,119,B
545529,NULL,17,B
545555,NULL,35,B
545592,NULL,118,B
545597,NULL,81,B
545636,3,3,A
545638,NULL,8,B
545657,9,9,B
545664,31,31,A
545675,NULL,43,B
545682,0,0,A
545696,6,6,A
545718,NULL,18,B
545728,NULL,64,B
545751,12,12,AA
545799,NULL,105,B
545819,7,7,A
545826,6,6,A
545829,NULL,92,B
545861,NULL,98,B
545863,0,0,AA
545869,6,6,AA
545871,24,24,AA
545879,22,22,A
545889,32,32,B
546011,NULL,59,B
546199,NULL,42,B
546200,18,18,B
546203,NULL,71,B
546220,21,21,AA
546267,12,12,A
546328,NULL,118,B
546388,68,68,B
546401,NULL,106,B
546451,77,77,B
546557,3,3,AAA
546574,NULL,108,B
546582,2,2,AA
546594,NULL,21,B
546621,4,4,B
546627,NULL,19,B
546629,43,43,B
546630,28,28,A
546631,NULL,51,B
546667,10,10,B
546689,NULL,119,B
546721,NULL,119,B
546730,NULL,54,B
546794,25,25,A
546805,NULL,118,B
546847,27,27,B
546880,10,10,AA
546884,6,6,B
546887,1,1,AA
546911,NULL,119,B
546916,NULL,111,B
546922,21,21,B
546951,NULL,118,B
547049,8,8,AA
547091,29,29,B
547141,15,15,B
547166,NULL,42,B
547171,6,6,A
547173,40,40,B
547190,NULL,84,B
547357,NULL,0,B
547375,55,55,A
547421,NULL,106,B
547428,0,0,AA
547441,18,18,A
547498,NULL,89,B
547553,26,26,B
547566,NULL,29,B
547696,NULL,48,B
547739,27,27,B
547753,NULL,86,B
547802,NULL,89,B
547810,NULL,84,B
547813,14,14,AA
547867,NULL,73,B
547890,NULL,114,B
547911,NULL,33,B
547914,34,34,B
547940,7,7,B
547964,63,63,A
547987,0,0,A
547994,NULL,109,B
548037,NULL,73,B
548087,16,16,A
548248,35,35,B
548280,NULL,95,B
548304,105,105,A
548309,NULL,92,B
548354,NULL,112,B
548366,NULL,118,B
548367,18,18,B
548390,15,15,B
548393,1,1,A
548419,5,5,A
548422,NULL,63,B
548479,NULL,107,B
548483,NULL,89,B
548497,NULL,46,B
548542,NULL,44,B
548557,NULL,79,B
548581,NULL,31,B
548588,71,71,B
548629,28,28,B
548645,NULL,91,B
548674,8,8,A
548688,NULL,74,B
548740,42,42,AA
548755,NULL,85,B
548757,NULL,15,B
548763,NULL,91,B
548856,NULL,7,B
548883,2,2,A
548928,0,0,B
548937,NULL,110,B
548958,2,2,AAA
548969,NULL,117,B
548974,NULL,116,B
548996,40,40,B
549005,1,1,A
549040,NULL,72,B
549054,NULL,102,B
549105,NULL,109,B
549142,NULL,54,B
549154,NULL,14,B
549158,25,25,AA
549172,NULL,108,B
549174,NULL,86,B
549210,6,6,AA
549292,NULL,50,B
549311,57,57,B
549339,NULL,103,B
549348,NULL,39,B
549432,NULL,17,B
549446,2,2,B
549489,NULL,116,B
549491,NULL,106,B
549501,54,54,AA
549521,32,32,B
549542,0,0,B
549554,NULL,89,B
549557,26,26,A
549588,NULL,19,B
549623,0,0,B
549625,NULL,29,B
549629,17,17,AA
549631,22,22,A
549664,8,8,B
549748,NULL,107,B
549759,NULL,31,B
549768,14,14,A
549782,28,28,AA
549798,49,49,A
549900,NULL,9,B
550010,NULL,100,B
550062,13,13,AA
550084,NULL,62,B
550116,NULL,25,B
550135,NULL,105,B
550149,NULL,53,B
550154,NULL,101,B
550159,NULL,47,B
550215,NULL,4,B
550225,28,28,A
550242,13,13,B
550272,14,14,AA
550294,NULL,87,B
550310,NULL,108,B
550312,NULL,9,B
550318,NULL,61,B
550325,45,45,AA
550337,NULL,98,B
550371,25,25,A
550393,15,15,AA
550459,14,14,B
550513,11,11,AA
550527,0,0,B
550558,26,26,B
550566,NULL,41,B
550571,NULL,38,B
550671,NULL,9,B
550760,0,0,B
550808,NULL,2,B
550854,NULL,64,B
550864,NULL,100,B
550908,NULL,14,B
550909,NULL,85,B
550916,NULL,96,B
550941,NULL,71,B
550948,NULL,86,B
550969,NULL,114,B
550977,1,1,A
550978,NULL,107,B
550982,NULL,67,B
550985,NULL,84,B
551056,NULL,29,B
551081,NULL,69,B
551147,NULL,8,B
551193,1,1,A
551270,46,46,B
551367,28,28,A
551403,24,24,A
551413,NULL,53,B
551430,NULL,54,B
551457,NULL,54,B
551463,2,2,B
551474,NULL,65,B
551494,20,20,B
551503,NULL,42,B
551506,NULL,35,B
551508,NULL,93,B
551526,NULL,112,B
551581,NULL,16,B
551591,51,51,B
551616,NULL,87,B
551676,8,8,A
551685,NULL,79,B
551695,14,14,A
551707,NULL,43,B
551725,NULL,45,B
551727,64,64,A
551753,56,56,B
551801,18,18,A
551821,5,5,AA
551877,0,0,AA
551883,31,31,B
551997,11,11,A
552015,NULL,94,B
552040,0,0,AA
552131,NULL,7,B
552186,88,88,B
552264,NULL,67,B
552270,10,10,AA
552331,NULL,23,B
552418,NULL,45,B
552423,44,44,B
552443,NULL,102,B
552444,NULL,113,B
552486,NULL,85,B
552489,NULL,64,B
552508,NULL,107,B
552563,NULL,111,B
552604,NULL,18,B
552667,NULL,16,B
552787,77,77,B
552808,48,48,B
552820,27,27,B
552825,44,44,A
552876,NULL,109,B
552884,0,0,B
552911,NULL,66,B
552918,NULL,31,B
552943,43,43,AA
553079,NULL,20,B
553087,27,27,A
553138,NULL,8,B
553182,0,0,A
553305,NULL,104,B
553423,NULL,68,B
553514,7,7,A
553535,17,17,A
553578,NULL,96,B
553590,NULL,27,B
553592,82,82,B
553637,NULL,107,B
553674,18,18,AA
553720,NULL,111,B
553749,6,6,AA
553804,NULL,24,B
553816,NULL,85,B
553826,NULL,109,B
553827,3,3,AA
553839,NULL,31,B
553843,NULL,7,B
553871,NULL,107,B
553905,NULL,78,B
553941,NULL,55,B
553954,NULL,9,B
553961,NULL,112,B
553983,60,60,B
553999,NULL,112,B
554007,NULL,2,B
554045,0,0,AA
554091,7,7,AA
554103,NULL,83,B
554134,NULL,99,B
554140,73,73,B
554152,0,0,A
554180,4,4,AA
554208,NULL,62,B
554236,NULL,62,B
554266,32,32,A
554303,NULL,85,B
554309,NULL,112,B
554346,19,19,A
554402,NULL,2,B
554488,NULL,90,B
554529,2,2,B
554549,NULL,48,B
554585,NULL,30,B
554593,15,15,B
554603,NULL,105,B
554733,NULL,33,B
554734,NULL,60,B
554759,NULL,47,B
554784,10,10,A
554796,5,5,AA
554838,8,8,AA
554852,NULL,97,B
554878,NULL,106,B
554935,NULL,110,B
554953,NULL,53,B
554970,NULL,15,B
554976,NULL,69,B
554999,27,27,B
555023,NULL,83,B
555028,8,8,A
555032,NULL,97,B
555071,NULL,71,B
555084,NULL,107,B
555100,35,35,A
555102,NULL,110,B
555113,NULL,86,B
555152,60,60,A
555156,NULL,105,B
555158,NULL,96,B
555199,NULL,95,B
555276,NULL,88,B
555278,NULL,30,B
555334,NULL,97,B
555447,1,1,A
555520,NULL,109,B
555548,NULL,99,B
555555,16,16,A
555598,NULL,96,B
555605,NULL,67,B
555681,72,72,B
555697,NULL,10,B
555748,NULL,86,B
555773,NULL,40,B
555791,NULL,107,B
555834,NULL,8,B
555835,2,2,AA
555844,NULL,109,B
555910,NULL,15,B
555966,5,5,B
555971,NULL,74,B
555974,57,57,B
555990,12,12,AA
556018,31,31,B
556082,NULL,88,B
556094,6,6,AA
556099,34,34,B
556140,44,44,A
556146,NULL,50,B
556151,NULL,16,B
556163,33,33,B
556211,27,27,AA
556225,7,7,AA
556240,NULL,95,B
556275,6,6,A
556283,0,0,A
556405,NULL,90,B
556426,NULL,17,B
556470,28,28,A
556490,NULL,17,B
556520,6,6,B
556536,NULL,59,B
556580,85,85,B
556631,NULL,92,B
556635,51,51,A
556642,4,4,A
556710,61,61,B
556735,NULL,44,B
556817,3,3,A
556839,7,7,A
556865,7,7,AA
556872,85,85,B
556889,0,0,B
556894,NULL,69,B
556910,6,6,AAA
556960,1,1,AA
556982,NULL,6,B
556995,34,34,A
557034,97,97,B
557068,63,63,AA
557074,NULL,100,B
557075,8,8,AA
557080,NULL,19,B
557120,NULL,107,B
557151,NULL,108,B
557171,NULL,51,B
557196,NULL,34,B
557220,NULL,72,B
557221,NULL,77,B
557249,5,5,AA
557284,NULL,52,B
557296,NULL,77,B
557317,NULL,80,B
557324,16,16,A
557400,NULL,95,B
557408,32,32,A
557409,20,20,B
557423,NULL,9,B
557448,15,15,A
557450,2,2,A
557467,12,12,A
557493,NULL,102,B
557529,8,8,A
557574,5,5,A
557579,NULL,31,B
557606,NULL,25,B
557614,23,23,A
557642,16,16,AA
557682,24,24,B
557696,91,91,B
557711,NULL,103,B
557723,32,32,A
557792,29,29,AA
557801,33,33,B
557804,NULL,88,B
